"","hh_id","item_id","l_1_13","l_consumption_purchased","l_consumption_produced","l_consumption_gift","elc_aggr_tier","locality"
"71",1000506121202,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"72",1000506121202,"Meat and meat products","No",NA,NA,NA,"Tier 0",0
"73",1000506121202,"Fish (smoked/fresh)","Yes",500,0,0,"Tier 0",0
"74",1000506121202,"Sugar & Salt","Yes",50,0,0,"Tier 0",0
"75",1000506121202,"Other food items ","No",NA,NA,NA,"Tier 0",0
"76",1000506121202,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",0
"77",1000506121202,"Beverages ","No",NA,NA,NA,"Tier 0",0
"78",1000506121202,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"79",1000506121304,"Cereals & cereal products ","Yes",0,2500,0,"Tier 0",0
"80",1000506121304,"Pulses & nuts ","Yes",500,0,0,"Tier 0",0
"81",1000506121304,"Milk & milk products ","Yes",100,0,0,"Tier 0",0
"82",1000506121304,"Edible oil ","Yes",400,0,0,"Tier 0",0
"83",1000506121304,"Vegetables ","Yes",150,0,0,"Tier 0",0
"84",1000506121304,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"85",1000506121304,"Meat and meat products","Yes",1000,0,0,"Tier 0",0
"86",1000506121304,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 0",0
"87",1000506121304,"Sugar & Salt","No",NA,NA,NA,"Tier 0",0
"88",1000506121304,"Other food items ","No",NA,NA,NA,"Tier 0",0
"89",1000506121304,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",0
"90",1000506121304,"Beverages ","No",NA,NA,NA,"Tier 0",0
"91",1000506121304,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"92",1000506121604,"Cereals & cereal products ","Yes",7000,7000,0,"Tier 0",0
"93",1000506121604,"Pulses & nuts ","Yes",1500,1500,0,"Tier 0",0
"94",1000506121604,"Milk & milk products ","No",NA,NA,NA,"Tier 0",0
"95",1000506121604,"Edible oil ","Yes",300,0,0,"Tier 0",0
"96",1000506121604,"Vegetables ","Yes",350,0,0,"Tier 0",0
"97",1000506121604,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"98",1000506121604,"Meat and meat products","No",NA,NA,NA,"Tier 0",0
"99",1000506121604,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 0",0
"100",1000506121604,"Sugar & Salt","Yes",100,0,0,"Tier 0",0
"101",1000506121604,"Other food items ","No",NA,NA,NA,"Tier 0",0
"102",1000506121604,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",0
"103",1000506121604,"Beverages ","No",NA,NA,NA,"Tier 0",0
"104",1000506121604,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"105",1000506122001,"Cereals & cereal products ","Yes",1600,4000,0,"Tier 0",0
"106",1000506122001,"Pulses & nuts ","Yes",0,1250,0,"Tier 0",0
"107",1000506122001,"Milk & milk products ","Yes",300,0,0,"Tier 0",0
"108",1000506122001,"Edible oil ","Yes",600,0,0,"Tier 0",0
"109",1000506122001,"Vegetables ","Yes",1000,0,300,"Tier 0",0
"110",1000506122001,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"111",1000506122001,"Meat and meat products","No",NA,NA,NA,"Tier 0",0
"112",1000506122001,"Fish (smoked/fresh)","Yes",500,0,0,"Tier 0",0
"113",1000506122001,"Sugar & Salt","No",NA,NA,NA,"Tier 0",0
"114",1000506122001,"Other food items ","Yes",300,0,0,"Tier 0",0
"115",1000506122001,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",0
"116",1000506122001,"Beverages ","No",NA,NA,NA,"Tier 0",0
"117",1000506122001,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"118",1000506122301,"Cereals & cereal products ","Yes",10000,4500,0,"Tier 0",0
"119",1000506122301,"Pulses & nuts ","Yes",2500,2500,0,"Tier 0",0
"120",1000506122301,"Milk & milk products ","Yes",200,0,0,"Tier 0",0
"121",1000506122301,"Edible oil ","Yes",250,0,0,"Tier 0",0
"122",1000506122301,"Vegetables ","Yes",500,0,0,"Tier 0",0
"123",1000506122301,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"124",1000506122301,"Meat and meat products","Yes",2000,0,0,"Tier 0",0
"125",1000506122301,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 0",0
"126",1000506122301,"Sugar & Salt","Yes",200,0,0,"Tier 0",0
"127",1000506122301,"Other food items ","No",NA,NA,NA,"Tier 0",0
"128",1000506122301,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",0
"129",1000506122301,"Beverages ","No",NA,NA,NA,"Tier 0",0
"130",1000506122301,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"131",1000506122402,"Cereals & cereal products ","Yes",6000,2000,0,"Tier 0",0
"132",1000506122402,"Pulses & nuts ","Yes",1000,1000,0,"Tier 0",0
"133",1000506122402,"Milk & milk products ","No",NA,NA,NA,"Tier 0",0
"134",1000506122402,"Edible oil ","Yes",300,0,0,"Tier 0",0
"135",1000506122402,"Vegetables ","Yes",100,0,0,"Tier 0",0
"136",1000506122402,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"137",1000506122402,"Meat and meat products","No",NA,NA,NA,"Tier 0",0
"138",1000506122402,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 0",0
"139",1000506122402,"Sugar & Salt","Yes",80,0,0,"Tier 0",0
"140",1000506122402,"Other food items ","No",NA,NA,NA,"Tier 0",0
"141",1000506122402,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",0
"142",1000506122402,"Beverages ","No",NA,NA,NA,"Tier 0",0
"143",1000506122402,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"144",1000506122702,"Cereals & cereal products ","Yes",500,0,600,"Tier 0",0
"145",1000506122702,"Pulses & nuts ","Yes",0,0,700,"Tier 0",0
"146",1000506122702,"Milk & milk products ","No",NA,NA,NA,"Tier 0",0
"147",1000506122702,"Edible oil ","Yes",250,0,0,"Tier 0",0
"148",1000506122702,"Vegetables ","Yes",300,0,0,"Tier 0",0
"149",1000506122702,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"150",1000506122702,"Meat and meat products","Yes",200,0,0,"Tier 0",0
"151",1000506122702,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 0",0
"152",1000506122702,"Sugar & Salt","No",NA,NA,NA,"Tier 0",0
"153",1000506122702,"Other food items ","Yes",100,0,0,"Tier 0",0
"154",1000506122702,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",0
"155",1000506122702,"Beverages ","No",NA,NA,NA,"Tier 0",0
"156",1000506122702,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"157",1000506122801,"Cereals & cereal products ","Yes",4200,0,0,"Tier 0",0
"158",1000506122801,"Pulses & nuts ","Yes",0,3000,0,"Tier 0",0
"159",1000506122801,"Milk & milk products ","No",NA,NA,NA,"Tier 0",0
"160",1000506122801,"Edible oil ","Yes",1800,0,0,"Tier 0",0
"161",1000506122801,"Vegetables ","Yes",600,0,0,"Tier 0",0
"162",1000506122801,"Egg, & poultry","Yes",0,1000,0,"Tier 0",0
"163",1000506122801,"Meat and meat products","Yes",2480,0,0,"Tier 0",0
"164",1000506122801,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 0",0
"165",1000506122801,"Sugar & Salt","No",NA,NA,NA,"Tier 0",0
"166",1000506122801,"Other food items ","No",NA,NA,NA,"Tier 0",0
"167",1000506122801,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",0
"168",1000506122801,"Beverages ","No",NA,NA,NA,"Tier 0",0
"169",1000506122801,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"170",1000506122902,"Cereals & cereal products ","Yes",0,4210,0,"Tier 1",0
"171",1000506122902,"Pulses & nuts ","Yes",0,3500,0,"Tier 1",0
"172",1000506122902,"Milk & milk products ","Yes",400,0,0,"Tier 1",0
"173",1000506122902,"Edible oil ","Yes",650,0,0,"Tier 1",0
"174",1000506122902,"Vegetables ","Yes",1400,0,0,"Tier 1",0
"175",1000506122902,"Egg, & poultry","No",NA,NA,NA,"Tier 1",0
"176",1000506122902,"Meat and meat products","No",NA,NA,NA,"Tier 1",0
"177",1000506122902,"Fish (smoked/fresh)","Yes",940,0,0,"Tier 1",0
"178",1000506122902,"Sugar & Salt","Yes",0,0,200,"Tier 1",0
"179",1000506122902,"Other food items ","No",NA,NA,NA,"Tier 1",0
"180",1000506122902,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 1",0
"181",1000506122902,"Beverages ","No",NA,NA,NA,"Tier 1",0
"182",1000506122902,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 1",0
"183",1001500180104,"Cereals & cereal products ","Yes",1000,0,0,"Tier 0",0
"184",1001500180104,"Pulses & nuts ","Yes",500,0,0,"Tier 0",0
"185",1001500180104,"Milk & milk products ","Yes",50,0,0,"Tier 0",0
"186",1001500180104,"Edible oil ","Yes",500,0,0,"Tier 0",0
"187",1001500180104,"Vegetables ","Yes",150,0,0,"Tier 0",0
"188",1001500180104,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"189",1001500180104,"Meat and meat products","No",NA,NA,NA,"Tier 0",0
"190",1001500180104,"Fish (smoked/fresh)","Yes",300,0,0,"Tier 0",0
"191",1001500180104,"Sugar & Salt","Yes",250,0,0,"Tier 0",0
"192",1001500180104,"Other food items ","Yes",200,0,0,"Tier 0",0
"193",1001500180104,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",0
"194",1001500180104,"Beverages ","No",NA,NA,NA,"Tier 0",0
"195",1001500180104,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"196",1001500180107,"Cereals & cereal products ","Yes",2500,0,0,"Tier 0",0
"197",1001500180107,"Pulses & nuts ","Yes",0,3000,0,"Tier 0",0
"198",1001500180107,"Milk & milk products ","No",NA,NA,NA,"Tier 0",0
"199",1001500180107,"Edible oil ","Yes",400,0,0,"Tier 0",0
"200",1001500180107,"Vegetables ","Yes",600,0,0,"Tier 0",0
"201",1001500180107,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"202",1001500180107,"Meat and meat products","No",NA,NA,NA,"Tier 0",0
"203",1001500180107,"Fish (smoked/fresh)","Yes",2400,0,0,"Tier 0",0
"204",1001500180107,"Sugar & Salt","Yes",0,0,500,"Tier 0",0
"205",1001500180107,"Other food items ","Yes",840,0,0,"Tier 0",0
"206",1001500180107,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",0
"207",1001500180107,"Beverages ","No",NA,NA,NA,"Tier 0",0
"208",1001500180107,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"209",1001500180201,"Cereals & cereal products ","Yes",2500,0,0,"Tier 0",0
"210",1001500180201,"Pulses & nuts ","Yes",0,500,0,"Tier 0",0
"211",1001500180201,"Milk & milk products ","Yes",100,0,0,"Tier 0",0
"212",1001500180201,"Edible oil ","Yes",700,0,0,"Tier 0",0
"213",1001500180201,"Vegetables ","Yes",150,0,0,"Tier 0",0
"214",1001500180201,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"215",1001500180201,"Meat and meat products","Yes",200,0,0,"Tier 0",0
"216",1001500180201,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 0",0
"217",1001500180201,"Sugar & Salt","Yes",150,0,0,"Tier 0",0
"218",1001500180201,"Other food items ","Yes",500,0,0,"Tier 0",0
"219",1001500180201,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",0
"220",1001500180201,"Beverages ","No",NA,NA,NA,"Tier 0",0
"221",1001500180201,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"222",1001500180702,"Cereals & cereal products ","Yes",700,600,0,"Tier 0",0
"223",1001500180702,"Pulses & nuts ","Yes",0,1200,0,"Tier 0",0
"224",1001500180702,"Milk & milk products ","No",NA,NA,NA,"Tier 0",0
"225",1001500180702,"Edible oil ","Yes",200,0,0,"Tier 0",0
"226",1001500180702,"Vegetables ","Yes",500,0,0,"Tier 0",0
"227",1001500180702,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"228",1001500180702,"Meat and meat products","No",NA,NA,NA,"Tier 0",0
"229",1001500180702,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 0",0
"230",1001500180702,"Sugar & Salt","Yes",100,0,0,"Tier 0",0
"231",1001500180702,"Other food items ","Yes",100,0,0,"Tier 0",0
"232",1001500180702,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",0
"233",1001500180702,"Beverages ","No",NA,NA,NA,"Tier 0",0
"234",1001500180702,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"235",1001500181501,"Cereals & cereal products ","Yes",0,5000,0,"Tier 0",0
"236",1001500181501,"Pulses & nuts ","Yes",0,1500,0,"Tier 0",0
"237",1001500181501,"Milk & milk products ","Yes",350,0,0,"Tier 0",0
"238",1001500181501,"Edible oil ","No",NA,NA,NA,"Tier 0",0
"239",1001500181501,"Vegetables ","No",NA,NA,NA,"Tier 0",0
"240",1001500181501,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"241",1001500181501,"Meat and meat products","No",NA,NA,NA,"Tier 0",0
"242",1001500181501,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 0",0
"243",1001500181501,"Sugar & Salt","Yes",200,0,0,"Tier 0",0
"244",1001500181501,"Other food items ","Yes",300,0,0,"Tier 0",0
"245",1001500181501,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",0
"246",1001500181501,"Beverages ","No",NA,NA,NA,"Tier 0",0
"247",1001500181501,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"248",1001500181503,"Cereals & cereal products ","Yes",2000,1250,0,"Tier 0",0
"249",1001500181503,"Pulses & nuts ","Yes",0,1000,0,"Tier 0",0
"250",1001500181503,"Milk & milk products ","Yes",140,0,0,"Tier 0",0
"251",1001500181503,"Edible oil ","Yes",1000,0,0,"Tier 0",0
"252",1001500181503,"Vegetables ","Yes",400,0,0,"Tier 0",0
"253",1001500181503,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"254",1001500181503,"Meat and meat products","Yes",1000,0,0,"Tier 0",0
"255",1001500181503,"Fish (smoked/fresh)","Yes",500,0,0,"Tier 0",0
"256",1001500181503,"Sugar & Salt","Yes",300,0,0,"Tier 0",0
"257",1001500181503,"Other food items ","Yes",200,0,0,"Tier 0",0
"258",1001500181503,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",0
"259",1001500181503,"Beverages ","No",NA,NA,NA,"Tier 0",0
"260",1001500181503,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"261",1001500181601,"Cereals & cereal products ","Yes",3000,900,0,"Tier 0",0
"262",1001500181601,"Pulses & nuts ","Yes",0,1000,0,"Tier 0",0
"263",1001500181601,"Milk & milk products ","No",NA,NA,NA,"Tier 0",0
"264",1001500181601,"Edible oil ","Yes",400,0,0,"Tier 0",0
"265",1001500181601,"Vegetables ","Yes",1000,0,0,"Tier 0",0
"266",1001500181601,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"267",1001500181601,"Meat and meat products","No",NA,NA,NA,"Tier 0",0
"268",1001500181601,"Fish (smoked/fresh)","Yes",500,0,0,"Tier 0",0
"269",1001500181601,"Sugar & Salt","No",NA,NA,NA,"Tier 0",0
"270",1001500181601,"Other food items ","Yes",200,0,0,"Tier 0",0
"271",1001500181601,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",0
"272",1001500181601,"Beverages ","No",NA,NA,NA,"Tier 0",0
"273",1001500181601,"Alcohol, tobacco and cigarettes","Yes",100,0,0,"Tier 0",0
"274",1001500181605,"Cereals & cereal products ","Yes",2000,0,0,"Tier 0",0
"275",1001500181605,"Pulses & nuts ","Yes",0,4000,0,"Tier 0",0
"276",1001500181605,"Milk & milk products ","Yes",620,0,0,"Tier 0",0
"277",1001500181605,"Edible oil ","Yes",400,0,0,"Tier 0",0
"278",1001500181605,"Vegetables ","Yes",400,1000,0,"Tier 0",0
"279",1001500181605,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"280",1001500181605,"Meat and meat products","No",NA,NA,NA,"Tier 0",0
"281",1001500181605,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 0",0
"282",1001500181605,"Sugar & Salt","Yes",0,0,500,"Tier 0",0
"283",1001500181605,"Other food items ","No",NA,NA,NA,"Tier 0",0
"284",1001500181605,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",0
"285",1001500181605,"Beverages ","No",NA,NA,NA,"Tier 0",0
"286",1001500181605,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"287",1001500181606,"Cereals & cereal products ","Yes",0,5000,0,"Tier 0",0
"288",1001500181606,"Pulses & nuts ","Yes",1200,0,0,"Tier 0",0
"289",1001500181606,"Milk & milk products ","No",NA,NA,NA,"Tier 0",0
"290",1001500181606,"Edible oil ","Yes",458,0,0,"Tier 0",0
"291",1001500181606,"Vegetables ","Yes",1300,0,0,"Tier 0",0
"292",1001500181606,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"293",1001500181606,"Meat and meat products","No",NA,NA,NA,"Tier 0",0
"294",1001500181606,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 0",0
"295",1001500181606,"Sugar & Salt","Yes",150,0,0,"Tier 0",0
"296",1001500181606,"Other food items ","No",NA,NA,NA,"Tier 0",0
"297",1001500181606,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",0
"298",1001500181606,"Beverages ","No",NA,NA,NA,"Tier 0",0
"299",1001500181606,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"300",1001500181702,"Cereals & cereal products ","Yes",0,5000,0,"Tier 0",0
"301",1001500181702,"Pulses & nuts ","Yes",0,3200,0,"Tier 0",0
"302",1001500181702,"Milk & milk products ","No",NA,NA,NA,"Tier 0",0
"303",1001500181702,"Edible oil ","Yes",500,0,0,"Tier 0",0
"304",1001500181702,"Vegetables ","Yes",1600,0,0,"Tier 0",0
"305",1001500181702,"Egg, & poultry","Yes",0,900,0,"Tier 0",0
"306",1001500181702,"Meat and meat products","Yes",2400,0,0,"Tier 0",0
"307",1001500181702,"Fish (smoked/fresh)","Yes",650,0,0,"Tier 0",0
"308",1001500181702,"Sugar & Salt","Yes",200,0,0,"Tier 0",0
"309",1001500181702,"Other food items ","No",NA,NA,NA,"Tier 0",0
"310",1001500181702,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",0
"311",1001500181702,"Beverages ","Yes",400,0,0,"Tier 0",0
"312",1001500181702,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"313",1001500181802,"Cereals & cereal products ","Yes",2500,6500,0,"Tier 0",0
"314",1001500181802,"Pulses & nuts ","Yes",2000,2000,0,"Tier 0",0
"315",1001500181802,"Milk & milk products ","Yes",100,0,0,"Tier 0",0
"316",1001500181802,"Edible oil ","Yes",300,0,0,"Tier 0",0
"317",1001500181802,"Vegetables ","Yes",200,200,0,"Tier 0",0
"318",1001500181802,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"319",1001500181802,"Meat and meat products","Yes",2000,0,0,"Tier 0",0
"320",1001500181802,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 0",0
"321",1001500181802,"Sugar & Salt","Yes",200,0,0,"Tier 0",0
"322",1001500181802,"Other food items ","No",NA,NA,NA,"Tier 0",0
"323",1001500181802,"Meals/food bought outside home ","Yes",700,0,0,"Tier 0",0
"324",1001500181802,"Beverages ","No",NA,NA,NA,"Tier 0",0
"325",1001500181802,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"326",1001500181901,"Cereals & cereal products ","Yes",8000,6000,0,"Tier 0",0
"327",1001500181901,"Pulses & nuts ","No",NA,NA,NA,"Tier 0",0
"328",1001500181901,"Milk & milk products ","No",NA,NA,NA,"Tier 0",0
"329",1001500181901,"Edible oil ","Yes",800,0,0,"Tier 0",0
"330",1001500181901,"Vegetables ","Yes",150,0,0,"Tier 0",0
"331",1001500181901,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"332",1001500181901,"Meat and meat products","No",NA,NA,NA,"Tier 0",0
"333",1001500181901,"Fish (smoked/fresh)","Yes",700,0,0,"Tier 0",0
"334",1001500181901,"Sugar & Salt","Yes",300,0,0,"Tier 0",0
"335",1001500181901,"Other food items ","No",NA,NA,NA,"Tier 0",0
"336",1001500181901,"Meals/food bought outside home ","Yes",400,0,0,"Tier 0",0
"337",1001500181901,"Beverages ","No",NA,NA,NA,"Tier 0",0
"338",1001500181901,"Alcohol, tobacco and cigarettes","Yes",1000,0,0,"Tier 0",0
"339",1001500182001,"Cereals & cereal products ","Yes",4000,3500,0,"Tier 0",0
"340",1001500182001,"Pulses & nuts ","Yes",800,800,0,"Tier 0",0
"341",1001500182001,"Milk & milk products ","No",NA,NA,NA,"Tier 0",0
"342",1001500182001,"Edible oil ","Yes",200,0,0,"Tier 0",0
"343",1001500182001,"Vegetables ","Yes",350,0,0,"Tier 0",0
"344",1001500182001,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"345",1001500182001,"Meat and meat products","Yes",800,0,0,"Tier 0",0
"346",1001500182001,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 0",0
"347",1001500182001,"Sugar & Salt","Yes",300,0,0,"Tier 0",0
"348",1001500182001,"Other food items ","Yes",200,0,0,"Tier 0",0
"349",1001500182001,"Meals/food bought outside home ","Yes",600,0,0,"Tier 0",0
"350",1001500182001,"Beverages ","No",NA,NA,NA,"Tier 0",0
"351",1001500182001,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"352",1001500182103,"Cereals & cereal products ","Yes",8400,1000,0,"Tier 0",0
"353",1001500182103,"Pulses & nuts ","Yes",0,750,0,"Tier 0",0
