"","hh_id","f_start","f_1","f3__1","f3__2","f3__3","f3__4","f3__555","f3_oth","missing_f3","f_15","f_15oth","main_source_fuel__id","f18","f19","f20","f21","elc_aggr_tier","locality"
"11",1000506120601,"2017-11-20T08:16:23-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Candle",NA,NA,NA,NA,"Tier 0",0
"12",1000506120601,"2017-11-20T08:16:23-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"13",1000506120601,"2017-11-20T08:16:23-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Diesel",NA,NA,NA,NA,"Tier 0",0
"14",1000506120601,"2017-11-20T08:16:23-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Gasoline",NA,NA,NA,NA,"Tier 0",0
"15",1000506120601,"2017-11-20T08:16:23-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Biogas",NA,NA,NA,NA,"Tier 0",0
"16",1000506120602,"2017-11-20T07:17:32-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Candle",NA,NA,NA,NA,"Tier 0",0
"17",1000506120602,"2017-11-20T07:17:32-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"18",1000506120602,"2017-11-20T07:17:32-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Diesel",NA,NA,NA,NA,"Tier 0",0
"19",1000506120602,"2017-11-20T07:17:32-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Gasoline",NA,NA,NA,NA,"Tier 0",0
"20",1000506120602,"2017-11-20T07:17:32-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Biogas",NA,NA,NA,NA,"Tier 0",0
"21",1000506120901,"2017-11-20T07:08:40-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Candle",NA,NA,NA,NA,"Tier 0",0
"22",1000506120901,"2017-11-20T07:08:40-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"23",1000506120901,"2017-11-20T07:08:40-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Diesel",NA,NA,NA,NA,"Tier 0",0
"24",1000506120901,"2017-11-20T07:08:40-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Gasoline",NA,NA,NA,NA,"Tier 0",0
"25",1000506120901,"2017-11-20T07:08:40-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Biogas",NA,NA,NA,NA,"Tier 0",0
"26",1000506121202,"2017-11-20T08:17:16-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Candle",NA,NA,NA,NA,"Tier 0",0
"27",1000506121202,"2017-11-20T08:17:16-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"28",1000506121202,"2017-11-20T08:17:16-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Diesel",NA,NA,NA,NA,"Tier 0",0
"29",1000506121202,"2017-11-20T08:17:16-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Gasoline",NA,NA,NA,NA,"Tier 0",0
"30",1000506121202,"2017-11-20T08:17:16-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Biogas",NA,NA,NA,NA,"Tier 0",0
"31",1000506121304,"2017-11-20T09:18:50-05:00",2,"No","No","No","No","No","",0,NA,"","Candle",NA,NA,NA,NA,"Tier 0",0
"32",1000506121304,"2017-11-20T09:18:50-05:00",2,"No","No","No","No","No","",0,NA,"","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"33",1000506121304,"2017-11-20T09:18:50-05:00",2,"No","No","No","No","No","",0,NA,"","Diesel",NA,NA,NA,NA,"Tier 0",0
"34",1000506121304,"2017-11-20T09:18:50-05:00",2,"No","No","No","No","No","",0,NA,"","Gasoline",NA,NA,NA,NA,"Tier 0",0
"35",1000506121304,"2017-11-20T09:18:50-05:00",2,"No","No","No","No","No","",0,NA,"","Biogas",NA,NA,NA,NA,"Tier 0",0
"36",1000506121604,"2017-11-20T10:35:50-05:00",3,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Candle",NA,NA,NA,NA,"Tier 0",0
"37",1000506121604,"2017-11-20T10:35:50-05:00",3,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"38",1000506121604,"2017-11-20T10:35:50-05:00",3,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Diesel",NA,NA,NA,NA,"Tier 0",0
"39",1000506121604,"2017-11-20T10:35:50-05:00",3,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Gasoline",NA,NA,NA,NA,"Tier 0",0
"40",1000506121604,"2017-11-20T10:35:50-05:00",3,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Biogas",NA,NA,NA,NA,"Tier 0",0
"41",1000506122001,"2017-11-20T09:41:15-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Candle",NA,NA,NA,NA,"Tier 0",0
"42",1000506122001,"2017-11-20T09:41:15-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"43",1000506122001,"2017-11-20T09:41:15-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Diesel",NA,NA,NA,NA,"Tier 0",0
"44",1000506122001,"2017-11-20T09:41:15-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Gasoline",NA,NA,NA,NA,"Tier 0",0
"45",1000506122001,"2017-11-20T09:41:15-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Biogas",NA,NA,NA,NA,"Tier 0",0
"46",1000506122301,"2017-11-20T08:29:27-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Candle",NA,NA,NA,NA,"Tier 0",0
"47",1000506122301,"2017-11-20T08:29:27-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"48",1000506122301,"2017-11-20T08:29:27-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Diesel",NA,NA,NA,NA,"Tier 0",0
"49",1000506122301,"2017-11-20T08:29:27-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Gasoline",NA,NA,NA,NA,"Tier 0",0
"50",1000506122301,"2017-11-20T08:29:27-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Biogas",NA,NA,NA,NA,"Tier 0",0
"51",1000506122402,"2017-11-20T09:33:40-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Candle",NA,NA,NA,NA,"Tier 0",0
"52",1000506122402,"2017-11-20T09:33:40-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"53",1000506122402,"2017-11-20T09:33:40-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Diesel",NA,NA,NA,NA,"Tier 0",0
"54",1000506122402,"2017-11-20T09:33:40-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Gasoline",NA,NA,NA,NA,"Tier 0",0
"55",1000506122402,"2017-11-20T09:33:40-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Biogas",NA,NA,NA,NA,"Tier 0",0
"56",1000506122702,"2017-11-20T10:43:16-05:00",2,"No","No","No","No","No","",0,NA,"","Candle",NA,NA,NA,NA,"Tier 0",0
"57",1000506122702,"2017-11-20T10:43:16-05:00",2,"No","No","No","No","No","",0,NA,"","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"58",1000506122702,"2017-11-20T10:43:16-05:00",2,"No","No","No","No","No","",0,NA,"","Diesel",NA,NA,NA,NA,"Tier 0",0
"59",1000506122702,"2017-11-20T10:43:16-05:00",2,"No","No","No","No","No","",0,NA,"","Gasoline",NA,NA,NA,NA,"Tier 0",0
"60",1000506122702,"2017-11-20T10:43:16-05:00",2,"No","No","No","No","No","",0,NA,"","Biogas",NA,NA,NA,NA,"Tier 0",0
"61",1000506122801,"2017-11-20T08:10:40-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Candle",NA,NA,NA,NA,"Tier 0",0
"62",1000506122801,"2017-11-20T08:10:40-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"63",1000506122801,"2017-11-20T08:10:40-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Diesel",NA,NA,NA,NA,"Tier 0",0
"64",1000506122801,"2017-11-20T08:10:40-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Gasoline",NA,NA,NA,NA,"Tier 0",0
"65",1000506122801,"2017-11-20T08:10:40-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Biogas",NA,NA,NA,NA,"Tier 0",0
"66",1000506122902,"2017-11-20T09:15:50-05:00",2,"No","No","No","No","No","",0,NA,"","Candle",NA,NA,NA,NA,"Tier 1",0
"67",1000506122902,"2017-11-20T09:15:50-05:00",2,"No","No","No","No","No","",0,NA,"","Kerosene/parrafin",NA,NA,NA,NA,"Tier 1",0
"68",1000506122902,"2017-11-20T09:15:50-05:00",2,"No","No","No","No","No","",0,NA,"","Diesel",NA,NA,NA,NA,"Tier 1",0
"69",1000506122902,"2017-11-20T09:15:50-05:00",2,"No","No","No","No","No","",0,NA,"","Gasoline",NA,NA,NA,NA,"Tier 1",0
"70",1000506122902,"2017-11-20T09:15:50-05:00",2,"No","No","No","No","No","",0,NA,"","Biogas",NA,NA,NA,NA,"Tier 1",0
"71",1001500180104,"2017-11-15T09:23:33-05:00",1,"No","No","No","No","No","",0,NA,"","Candle",NA,NA,NA,NA,"Tier 0",0
"72",1001500180104,"2017-11-15T09:23:33-05:00",1,"No","No","No","No","No","",0,NA,"","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"73",1001500180104,"2017-11-15T09:23:33-05:00",1,"No","No","No","No","No","",0,NA,"","Diesel",NA,NA,NA,NA,"Tier 0",0
"74",1001500180104,"2017-11-15T09:23:33-05:00",1,"No","No","No","No","No","",0,NA,"","Gasoline",NA,NA,NA,NA,"Tier 0",0
"75",1001500180104,"2017-11-15T09:23:33-05:00",1,"No","No","No","No","No","",0,NA,"","Biogas",NA,NA,NA,NA,"Tier 0",0
"76",1001500180107,"2017-11-15T05:03:59-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Candle",NA,NA,NA,NA,"Tier 0",0
"77",1001500180107,"2017-11-15T05:03:59-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"78",1001500180107,"2017-11-15T05:03:59-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Diesel",NA,NA,NA,NA,"Tier 0",0
"79",1001500180107,"2017-11-15T05:03:59-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Gasoline",NA,NA,NA,NA,"Tier 0",0
"80",1001500180107,"2017-11-15T05:03:59-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Biogas",NA,NA,NA,NA,"Tier 0",0
"81",1001500180201,"2017-11-15T08:34:07-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Candle",NA,NA,NA,NA,"Tier 0",0
"82",1001500180201,"2017-11-15T08:34:07-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"83",1001500180201,"2017-11-15T08:34:07-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Diesel",NA,NA,NA,NA,"Tier 0",0
"84",1001500180201,"2017-11-15T08:34:07-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Gasoline",NA,NA,NA,NA,"Tier 0",0
"85",1001500180201,"2017-11-15T08:34:07-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Biogas",NA,NA,NA,NA,"Tier 0",0
"86",1001500180702,"2017-11-15T07:36:37-05:00",1,"No","No","No","No","No","",0,NA,"","Candle",NA,NA,NA,NA,"Tier 0",0
"87",1001500180702,"2017-11-15T07:36:37-05:00",1,"No","No","No","No","No","",0,NA,"","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"88",1001500180702,"2017-11-15T07:36:37-05:00",1,"No","No","No","No","No","",0,NA,"","Diesel",NA,NA,NA,NA,"Tier 0",0
"89",1001500180702,"2017-11-15T07:36:37-05:00",1,"No","No","No","No","No","",0,NA,"","Gasoline",NA,NA,NA,NA,"Tier 0",0
"90",1001500180702,"2017-11-15T07:36:37-05:00",1,"No","No","No","No","No","",0,NA,"","Biogas",NA,NA,NA,NA,"Tier 0",0
"91",1001500181501,"2017-11-15T05:07:34-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Candle",NA,NA,NA,NA,"Tier 0",0
"92",1001500181501,"2017-11-15T05:07:34-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"93",1001500181501,"2017-11-15T05:07:34-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Diesel",NA,NA,NA,NA,"Tier 0",0
"94",1001500181501,"2017-11-15T05:07:34-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Gasoline",NA,NA,NA,NA,"Tier 0",0
"95",1001500181501,"2017-11-15T05:07:34-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Biogas",NA,NA,NA,NA,"Tier 0",0
"96",1001500181503,"2017-11-15T05:07:38-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Candle",NA,NA,NA,NA,"Tier 0",0
"97",1001500181503,"2017-11-15T05:07:38-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"98",1001500181503,"2017-11-15T05:07:38-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Diesel",NA,NA,NA,NA,"Tier 0",0
"99",1001500181503,"2017-11-15T05:07:38-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Gasoline",NA,NA,NA,NA,"Tier 0",0
"100",1001500181503,"2017-11-15T05:07:38-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Biogas",NA,NA,NA,NA,"Tier 0",0
"101",1001500181601,"2017-11-15T06:42:06-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Candle",NA,NA,NA,NA,"Tier 0",0
"102",1001500181601,"2017-11-15T06:42:06-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"103",1001500181601,"2017-11-15T06:42:06-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Diesel",NA,NA,NA,NA,"Tier 0",0
"104",1001500181601,"2017-11-15T06:42:06-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Gasoline",NA,NA,NA,NA,"Tier 0",0
"105",1001500181601,"2017-11-15T06:42:06-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Biogas",NA,NA,NA,NA,"Tier 0",0
"106",1001500181605,"2017-11-15T08:06:21-05:00",2,"No","No","No","No","No","",0,NA,"","Candle",NA,NA,NA,NA,"Tier 0",0
"107",1001500181605,"2017-11-15T08:06:21-05:00",2,"No","No","No","No","No","",0,NA,"","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"108",1001500181605,"2017-11-15T08:06:21-05:00",2,"No","No","No","No","No","",0,NA,"","Diesel",NA,NA,NA,NA,"Tier 0",0
"109",1001500181605,"2017-11-15T08:06:21-05:00",2,"No","No","No","No","No","",0,NA,"","Gasoline",NA,NA,NA,NA,"Tier 0",0
"110",1001500181605,"2017-11-15T08:06:21-05:00",2,"No","No","No","No","No","",0,NA,"","Biogas",NA,NA,NA,NA,"Tier 0",0
"111",1001500181606,"2017-11-15T09:31:44-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Candle",NA,NA,NA,NA,"Tier 0",0
"112",1001500181606,"2017-11-15T09:31:44-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"113",1001500181606,"2017-11-15T09:31:44-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Diesel",NA,NA,NA,NA,"Tier 0",0
"114",1001500181606,"2017-11-15T09:31:44-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Gasoline",NA,NA,NA,NA,"Tier 0",0
"115",1001500181606,"2017-11-15T09:31:44-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Biogas",NA,NA,NA,NA,"Tier 0",0
"116",1001500181702,"2017-11-15T07:06:18-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Candle",NA,NA,NA,NA,"Tier 0",0
"117",1001500181702,"2017-11-15T07:06:18-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"118",1001500181702,"2017-11-15T07:06:18-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Diesel",NA,NA,NA,NA,"Tier 0",0
"119",1001500181702,"2017-11-15T07:06:18-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Gasoline",NA,NA,NA,NA,"Tier 0",0
"120",1001500181702,"2017-11-15T07:06:18-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Biogas",NA,NA,NA,NA,"Tier 0",0
"121",1001500181802,"2017-11-15T05:14:36-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Candle",NA,NA,NA,NA,"Tier 0",0
"122",1001500181802,"2017-11-15T05:14:36-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"123",1001500181802,"2017-11-15T05:14:36-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Diesel",NA,NA,NA,NA,"Tier 0",0
"124",1001500181802,"2017-11-15T05:14:36-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Gasoline",NA,NA,NA,NA,"Tier 0",0
"125",1001500181802,"2017-11-15T05:14:36-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Biogas",NA,NA,NA,NA,"Tier 0",0
"126",1001500181901,"2017-11-15T06:47:14-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Candle",NA,NA,NA,NA,"Tier 0",0
"127",1001500181901,"2017-11-15T06:47:14-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"128",1001500181901,"2017-11-15T06:47:14-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Diesel",NA,NA,NA,NA,"Tier 0",0
"129",1001500181901,"2017-11-15T06:47:14-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Gasoline",NA,NA,NA,NA,"Tier 0",0
"130",1001500181901,"2017-11-15T06:47:14-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Biogas",NA,NA,NA,NA,"Tier 0",0
"131",1001500182001,"2017-11-15T08:40:35-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Candle",NA,NA,NA,NA,"Tier 0",0
"132",1001500182001,"2017-11-15T08:40:35-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"133",1001500182001,"2017-11-15T08:40:35-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Diesel",NA,NA,NA,NA,"Tier 0",0
"134",1001500182001,"2017-11-15T08:40:35-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Gasoline",NA,NA,NA,NA,"Tier 0",0
"135",1001500182001,"2017-11-15T08:40:35-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Biogas",NA,NA,NA,NA,"Tier 0",0
"136",1001500182103,"2017-11-15T07:05:15-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Candle",NA,NA,NA,NA,"Tier 0",0
"137",1001500182103,"2017-11-15T07:05:15-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"138",1001500182103,"2017-11-15T07:05:15-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Diesel",NA,NA,NA,NA,"Tier 0",0
"139",1001500182103,"2017-11-15T07:05:15-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Gasoline",NA,NA,NA,NA,"Tier 0",0
"140",1001500182103,"2017-11-15T07:05:15-05:00",2,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Biogas",NA,NA,NA,NA,"Tier 0",0
"141",1001500920601,"2017-11-16T04:44:07-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Candle",NA,NA,NA,NA,"Tier 0",0
"142",1001500920601,"2017-11-16T04:44:07-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"143",1001500920601,"2017-11-16T04:44:07-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Diesel",NA,NA,NA,NA,"Tier 0",0
"144",1001500920601,"2017-11-16T04:44:07-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Gasoline",NA,NA,NA,NA,"Tier 0",0
"145",1001500920601,"2017-11-16T04:44:07-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Biogas",NA,NA,NA,NA,"Tier 0",0
"146",1001500920603,"2017-11-16T04:43:32-05:00",2,"No","No","No","No","No","",0,NA,"","Candle",NA,NA,NA,NA,"Tier 0",0
"147",1001500920603,"2017-11-16T04:43:32-05:00",2,"No","No","No","No","No","",0,NA,"","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"148",1001500920603,"2017-11-16T04:43:32-05:00",2,"No","No","No","No","No","",0,NA,"","Diesel",NA,NA,NA,NA,"Tier 0",0
"149",1001500920603,"2017-11-16T04:43:32-05:00",2,"No","No","No","No","No","",0,NA,"","Gasoline",NA,NA,NA,NA,"Tier 0",0
"150",1001500920603,"2017-11-16T04:43:32-05:00",2,"No","No","No","No","No","",0,NA,"","Biogas",NA,NA,NA,NA,"Tier 0",0
"151",1001500920801,"2017-11-16T05:48:49-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Candle",NA,NA,NA,NA,"Tier 0",0
"152",1001500920801,"2017-11-16T05:48:49-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"153",1001500920801,"2017-11-16T05:48:49-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Diesel",NA,NA,NA,NA,"Tier 0",0
"154",1001500920801,"2017-11-16T05:48:49-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Gasoline",NA,NA,NA,NA,"Tier 0",0
"155",1001500920801,"2017-11-16T05:48:49-05:00",1,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Biogas",NA,NA,NA,NA,"Tier 0",0
"156",1001500920902,"2017-11-16T06:52:30-05:00",2,"No","No","No","No","No","",0,NA,"","Candle",NA,NA,NA,NA,"Tier 0",0
"157",1001500920902,"2017-11-16T06:52:30-05:00",2,"No","No","No","No","No","",0,NA,"","Kerosene/parrafin",NA,NA,NA,NA,"Tier 0",0
"158",1001500920902,"2017-11-16T06:52:30-05:00",2,"No","No","No","No","No","",0,NA,"","Diesel",NA,NA,NA,NA,"Tier 0",0
"159",1001500920902,"2017-11-16T06:52:30-05:00",2,"No","No","No","No","No","",0,NA,"","Gasoline",NA,NA,NA,NA,"Tier 0",0
"160",1001500920902,"2017-11-16T06:52:30-05:00",2,"No","No","No","No","No","",0,NA,"","Biogas",NA,NA,NA,NA,"Tier 0",0
"161",1001500921301,"2017-11-16T06:09:19-05:00",3,"No","No","No","No","No","",0,"Battery-operated light source (e.g torch light)","","Candle",NA,NA,NA,NA,"Tier 0",0
