"","hh_id","item_id","l_23_36","l_expenditure_12months","elc_aggr_tier","locality"
"123",1000506122001,"Vehicles & motorcycle & bicycle ","No",NA,"Tier 0",0
"124",1000506122001,"Remittance sent to family members and relatives","No",NA,"Tier 0",0
"125",1000506122001,"Losses due to theft, robbery, accidents, natural disasters, etc","No",NA,"Tier 0",0
"126",1000506122001,"Other major expenses not yet covered (specify)","No",NA,"Tier 0",0
"127",1000506122301,"School fees and other educational expenses ","Yes",15000,"Tier 0",0
"128",1000506122301,"Clothing, shoes, and accessories","No",NA,"Tier 0",0
"129",1000506122301,"Celebrations ","Yes",35000,"Tier 0",0
"130",1000506122301,"Gifts and donations ","Yes",500,"Tier 0",0
"131",1000506122301,"Hospital/Doctor visits and Diagnostic tests ","Yes",22000,"Tier 0",0
"132",1000506122301,"Furniture ","No",NA,"Tier 0",0
"133",1000506122301,"Purchase, repair, maintenance, and building ","No",NA,"Tier 0",0
"134",1000506122301,"Utensils & kitchen equipment ","Yes",5600,"Tier 0",0
"135",1000506122301,"Electronics ","No",NA,"Tier 0",0
"136",1000506122301,"Appliances & tools ","No",NA,"Tier 0",0
"137",1000506122301,"Vehicles & motorcycle & bicycle ","No",NA,"Tier 0",0
"138",1000506122301,"Remittance sent to family members and relatives","No",NA,"Tier 0",0
"139",1000506122301,"Losses due to theft, robbery, accidents, natural disasters, etc","No",NA,"Tier 0",0
"140",1000506122301,"Other major expenses not yet covered (specify)","No",NA,"Tier 0",0
"141",1000506122402,"School fees and other educational expenses ","No",NA,"Tier 0",0
"142",1000506122402,"Clothing, shoes, and accessories","Yes",20000,"Tier 0",0
"143",1000506122402,"Celebrations ","Yes",40000,"Tier 0",0
"144",1000506122402,"Gifts and donations ","No",NA,"Tier 0",0
"145",1000506122402,"Hospital/Doctor visits and Diagnostic tests ","Yes",14500,"Tier 0",0
"146",1000506122402,"Furniture ","No",NA,"Tier 0",0
"147",1000506122402,"Purchase, repair, maintenance, and building ","No",NA,"Tier 0",0
"148",1000506122402,"Utensils & kitchen equipment ","No",NA,"Tier 0",0
"149",1000506122402,"Electronics ","No",NA,"Tier 0",0
"150",1000506122402,"Appliances & tools ","No",NA,"Tier 0",0
"151",1000506122402,"Vehicles & motorcycle & bicycle ","No",NA,"Tier 0",0
"152",1000506122402,"Remittance sent to family members and relatives","No",NA,"Tier 0",0
"153",1000506122402,"Losses due to theft, robbery, accidents, natural disasters, etc","No",NA,"Tier 0",0
"154",1000506122402,"Other major expenses not yet covered (specify)","No",NA,"Tier 0",0
"155",1000506122702,"School fees and other educational expenses ","Yes",60000,"Tier 0",0
"156",1000506122702,"Clothing, shoes, and accessories","Yes",15000,"Tier 0",0
"157",1000506122702,"Celebrations ","Yes",50000,"Tier 0",0
"158",1000506122702,"Gifts and donations ","No",NA,"Tier 0",0
"159",1000506122702,"Hospital/Doctor visits and Diagnostic tests ","Yes",2000,"Tier 0",0
"160",1000506122702,"Furniture ","No",NA,"Tier 0",0
"161",1000506122702,"Purchase, repair, maintenance, and building ","No",NA,"Tier 0",0
"162",1000506122702,"Utensils & kitchen equipment ","No",NA,"Tier 0",0
"163",1000506122702,"Electronics ","No",NA,"Tier 0",0
"164",1000506122702,"Appliances & tools ","No",NA,"Tier 0",0
"165",1000506122702,"Vehicles & motorcycle & bicycle ","No",NA,"Tier 0",0
"166",1000506122702,"Remittance sent to family members and relatives","No",NA,"Tier 0",0
"167",1000506122702,"Losses due to theft, robbery, accidents, natural disasters, etc","No",NA,"Tier 0",0
"168",1000506122702,"Other major expenses not yet covered (specify)","No",NA,"Tier 0",0
"169",1000506122801,"School fees and other educational expenses ","Yes",12000,"Tier 0",0
"170",1000506122801,"Clothing, shoes, and accessories","Yes",24000,"Tier 0",0
"171",1000506122801,"Celebrations ","Yes",10000,"Tier 0",0
"172",1000506122801,"Gifts and donations ","Yes",18000,"Tier 0",0
"173",1000506122801,"Hospital/Doctor visits and Diagnostic tests ","Yes",29400,"Tier 0",0
"174",1000506122801,"Furniture ","No",NA,"Tier 0",0
"175",1000506122801,"Purchase, repair, maintenance, and building ","No",NA,"Tier 0",0
"176",1000506122801,"Utensils & kitchen equipment ","Yes",2400,"Tier 0",0
"177",1000506122801,"Electronics ","No",NA,"Tier 0",0
"178",1000506122801,"Appliances & tools ","No",NA,"Tier 0",0
"179",1000506122801,"Vehicles & motorcycle & bicycle ","No",NA,"Tier 0",0
"180",1000506122801,"Remittance sent to family members and relatives","No",NA,"Tier 0",0
"181",1000506122801,"Losses due to theft, robbery, accidents, natural disasters, etc","No",NA,"Tier 0",0
"182",1000506122801,"Other major expenses not yet covered (specify)","No",NA,"Tier 0",0
"183",1000506122902,"School fees and other educational expenses ","No",NA,"Tier 1",0
"184",1000506122902,"Clothing, shoes, and accessories","Yes",15400,"Tier 1",0
"185",1000506122902,"Celebrations ","Yes",10500,"Tier 1",0
"186",1000506122902,"Gifts and donations ","Yes",7200,"Tier 1",0
"187",1000506122902,"Hospital/Doctor visits and Diagnostic tests ","Yes",23050,"Tier 1",0
"188",1000506122902,"Furniture ","No",NA,"Tier 1",0
"189",1000506122902,"Purchase, repair, maintenance, and building ","No",NA,"Tier 1",0
"190",1000506122902,"Utensils & kitchen equipment ","No",NA,"Tier 1",0
"191",1000506122902,"Electronics ","No",NA,"Tier 1",0
"192",1000506122902,"Appliances & tools ","No",NA,"Tier 1",0
"193",1000506122902,"Vehicles & motorcycle & bicycle ","No",NA,"Tier 1",0
"194",1000506122902,"Remittance sent to family members and relatives","No",NA,"Tier 1",0
"195",1000506122902,"Losses due to theft, robbery, accidents, natural disasters, etc","No",NA,"Tier 1",0
"196",1000506122902,"Other major expenses not yet covered (specify)","No",NA,"Tier 1",0
"197",1001500180104,"School fees and other educational expenses ","No",NA,"Tier 0",0
"198",1001500180104,"Clothing, shoes, and accessories","Yes",15000,"Tier 0",0
"199",1001500180104,"Celebrations ","Yes",10000,"Tier 0",0
"200",1001500180104,"Gifts and donations ","No",NA,"Tier 0",0
"201",1001500180104,"Hospital/Doctor visits and Diagnostic tests ","Yes",20000,"Tier 0",0
"202",1001500180104,"Furniture ","No",NA,"Tier 0",0
"203",1001500180104,"Purchase, repair, maintenance, and building ","No",NA,"Tier 0",0
"204",1001500180104,"Utensils & kitchen equipment ","No",NA,"Tier 0",0
"205",1001500180104,"Electronics ","No",NA,"Tier 0",0
"206",1001500180104,"Appliances & tools ","No",NA,"Tier 0",0
"207",1001500180104,"Vehicles & motorcycle & bicycle ","No",NA,"Tier 0",0
"208",1001500180104,"Remittance sent to family members and relatives","No",NA,"Tier 0",0
"209",1001500180104,"Losses due to theft, robbery, accidents, natural disasters, etc","No",NA,"Tier 0",0
"210",1001500180104,"Other major expenses not yet covered (specify)","No",NA,"Tier 0",0
"211",1001500180107,"School fees and other educational expenses ","Yes",6700,"Tier 0",0
"212",1001500180107,"Clothing, shoes, and accessories","Yes",42800,"Tier 0",0
"213",1001500180107,"Celebrations ","Yes",13400,"Tier 0",0
"214",1001500180107,"Gifts and donations ","Yes",3200,"Tier 0",0
"215",1001500180107,"Hospital/Doctor visits and Diagnostic tests ","Yes",24600,"Tier 0",0
"216",1001500180107,"Furniture ","No",NA,"Tier 0",0
"217",1001500180107,"Purchase, repair, maintenance, and building ","No",NA,"Tier 0",0
"218",1001500180107,"Utensils & kitchen equipment ","Yes",5200,"Tier 0",0
"219",1001500180107,"Electronics ","No",NA,"Tier 0",0
"220",1001500180107,"Appliances & tools ","No",NA,"Tier 0",0
"221",1001500180107,"Vehicles & motorcycle & bicycle ","No",NA,"Tier 0",0
"222",1001500180107,"Remittance sent to family members and relatives","No",NA,"Tier 0",0
"223",1001500180107,"Losses due to theft, robbery, accidents, natural disasters, etc","No",NA,"Tier 0",0
"224",1001500180107,"Other major expenses not yet covered (specify)","No",NA,"Tier 0",0
"225",1001500180201,"School fees and other educational expenses ","Yes",20000,"Tier 0",0
"226",1001500180201,"Clothing, shoes, and accessories","Yes",30000,"Tier 0",0
"227",1001500180201,"Celebrations ","Yes",20000,"Tier 0",0
"228",1001500180201,"Gifts and donations ","No",NA,"Tier 0",0
"229",1001500180201,"Hospital/Doctor visits and Diagnostic tests ","Yes",17000,"Tier 0",0
"230",1001500180201,"Furniture ","No",NA,"Tier 0",0
"231",1001500180201,"Purchase, repair, maintenance, and building ","No",NA,"Tier 0",0
"232",1001500180201,"Utensils & kitchen equipment ","Yes",5000,"Tier 0",0
"233",1001500180201,"Electronics ","No",NA,"Tier 0",0
"234",1001500180201,"Appliances & tools ","No",NA,"Tier 0",0
"235",1001500180201,"Vehicles & motorcycle & bicycle ","No",NA,"Tier 0",0
"236",1001500180201,"Remittance sent to family members and relatives","No",NA,"Tier 0",0
"237",1001500180201,"Losses due to theft, robbery, accidents, natural disasters, etc","No",NA,"Tier 0",0
"238",1001500180201,"Other major expenses not yet covered (specify)","No",NA,"Tier 0",0
"239",1001500180702,"School fees and other educational expenses ","Yes",80000,"Tier 0",0
"240",1001500180702,"Clothing, shoes, and accessories","Yes",10000,"Tier 0",0
"241",1001500180702,"Celebrations ","Yes",30000,"Tier 0",0
"242",1001500180702,"Gifts and donations ","No",NA,"Tier 0",0
"243",1001500180702,"Hospital/Doctor visits and Diagnostic tests ","Yes",5000,"Tier 0",0
"244",1001500180702,"Furniture ","No",NA,"Tier 0",0
"245",1001500180702,"Purchase, repair, maintenance, and building ","No",NA,"Tier 0",0
"246",1001500180702,"Utensils & kitchen equipment ","No",NA,"Tier 0",0
"247",1001500180702,"Electronics ","No",NA,"Tier 0",0
"248",1001500180702,"Appliances & tools ","No",NA,"Tier 0",0
"249",1001500180702,"Vehicles & motorcycle & bicycle ","No",NA,"Tier 0",0
"250",1001500180702,"Remittance sent to family members and relatives","No",NA,"Tier 0",0
"251",1001500180702,"Losses due to theft, robbery, accidents, natural disasters, etc","No",NA,"Tier 0",0
"252",1001500180702,"Other major expenses not yet covered (specify)","No",NA,"Tier 0",0
"253",1001500181501,"School fees and other educational expenses ","Yes",2e+05,"Tier 0",0
"254",1001500181501,"Clothing, shoes, and accessories","Yes",10000,"Tier 0",0
"255",1001500181501,"Celebrations ","Yes",20000,"Tier 0",0
"256",1001500181501,"Gifts and donations ","No",NA,"Tier 0",0
"257",1001500181501,"Hospital/Doctor visits and Diagnostic tests ","Yes",50000,"Tier 0",0
"258",1001500181501,"Furniture ","No",NA,"Tier 0",0
"259",1001500181501,"Purchase, repair, maintenance, and building ","No",NA,"Tier 0",0
"260",1001500181501,"Utensils & kitchen equipment ","Yes",5000,"Tier 0",0
"261",1001500181501,"Electronics ","No",NA,"Tier 0",0
"262",1001500181501,"Appliances & tools ","No",NA,"Tier 0",0
"263",1001500181501,"Vehicles & motorcycle & bicycle ","No",NA,"Tier 0",0
"264",1001500181501,"Remittance sent to family members and relatives","No",NA,"Tier 0",0
"265",1001500181501,"Losses due to theft, robbery, accidents, natural disasters, etc","No",NA,"Tier 0",0
"266",1001500181501,"Other major expenses not yet covered (specify)","No",NA,"Tier 0",0
"267",1001500181503,"School fees and other educational expenses ","No",NA,"Tier 0",0
"268",1001500181503,"Clothing, shoes, and accessories","Yes",10000,"Tier 0",0
"269",1001500181503,"Celebrations ","Yes",20000,"Tier 0",0
"270",1001500181503,"Gifts and donations ","No",NA,"Tier 0",0
"271",1001500181503,"Hospital/Doctor visits and Diagnostic tests ","Yes",15000,"Tier 0",0
"272",1001500181503,"Furniture ","No",NA,"Tier 0",0
"273",1001500181503,"Purchase, repair, maintenance, and building ","No",NA,"Tier 0",0
"274",1001500181503,"Utensils & kitchen equipment ","No",NA,"Tier 0",0
"275",1001500181503,"Electronics ","No",NA,"Tier 0",0
"276",1001500181503,"Appliances & tools ","No",NA,"Tier 0",0
"277",1001500181503,"Vehicles & motorcycle & bicycle ","No",NA,"Tier 0",0
"278",1001500181503,"Remittance sent to family members and relatives","No",NA,"Tier 0",0
"279",1001500181503,"Losses due to theft, robbery, accidents, natural disasters, etc","No",NA,"Tier 0",0
"280",1001500181503,"Other major expenses not yet covered (specify)","No",NA,"Tier 0",0
"281",1001500181601,"School fees and other educational expenses ","Yes",5e+05,"Tier 0",0
"282",1001500181601,"Clothing, shoes, and accessories","Yes",50000,"Tier 0",0
"283",1001500181601,"Celebrations ","Yes",2e+05,"Tier 0",0
"284",1001500181601,"Gifts and donations ","No",NA,"Tier 0",0
"285",1001500181601,"Hospital/Doctor visits and Diagnostic tests ","Yes",50000,"Tier 0",0
"286",1001500181601,"Furniture ","No",NA,"Tier 0",0
"287",1001500181601,"Purchase, repair, maintenance, and building ","No",NA,"Tier 0",0
"288",1001500181601,"Utensils & kitchen equipment ","No",NA,"Tier 0",0
"289",1001500181601,"Electronics ","No",NA,"Tier 0",0
"290",1001500181601,"Appliances & tools ","No",NA,"Tier 0",0
"291",1001500181601,"Vehicles & motorcycle & bicycle ","No",NA,"Tier 0",0
"292",1001500181601,"Remittance sent to family members and relatives","No",NA,"Tier 0",0
"293",1001500181601,"Losses due to theft, robbery, accidents, natural disasters, etc","No",NA,"Tier 0",0
"294",1001500181601,"Other major expenses not yet covered (specify)","No",NA,"Tier 0",0
"295",1001500181605,"School fees and other educational expenses ","No",NA,"Tier 0",0
"296",1001500181605,"Clothing, shoes, and accessories","Yes",13000,"Tier 0",0
"297",1001500181605,"Celebrations ","Yes",5000,"Tier 0",0
"298",1001500181605,"Gifts and donations ","Yes",4800,"Tier 0",0
"299",1001500181605,"Hospital/Doctor visits and Diagnostic tests ","Yes",26000,"Tier 0",0
"300",1001500181605,"Furniture ","No",NA,"Tier 0",0
"301",1001500181605,"Purchase, repair, maintenance, and building ","No",NA,"Tier 0",0
"302",1001500181605,"Utensils & kitchen equipment ","No",NA,"Tier 0",0
"303",1001500181605,"Electronics ","No",NA,"Tier 0",0
"304",1001500181605,"Appliances & tools ","No",NA,"Tier 0",0
"305",1001500181605,"Vehicles & motorcycle & bicycle ","No",NA,"Tier 0",0
"306",1001500181605,"Remittance sent to family members and relatives","No",NA,"Tier 0",0
"307",1001500181605,"Losses due to theft, robbery, accidents, natural disasters, etc","No",NA,"Tier 0",0
"308",1001500181605,"Other major expenses not yet covered (specify)","No",NA,"Tier 0",0
"309",1001500181606,"School fees and other educational expenses ","Yes",1500,"Tier 0",0
"310",1001500181606,"Clothing, shoes, and accessories","Yes",12000,"Tier 0",0
"311",1001500181606,"Celebrations ","Yes",9000,"Tier 0",0
"312",1001500181606,"Gifts and donations ","No",NA,"Tier 0",0
"313",1001500181606,"Hospital/Doctor visits and Diagnostic tests ","Yes",19000,"Tier 0",0
"314",1001500181606,"Furniture ","No",NA,"Tier 0",0
"315",1001500181606,"Purchase, repair, maintenance, and building ","No",NA,"Tier 0",0
"316",1001500181606,"Utensils & kitchen equipment ","No",NA,"Tier 0",0
"317",1001500181606,"Electronics ","No",NA,"Tier 0",0
"318",1001500181606,"Appliances & tools ","No",NA,"Tier 0",0
"319",1001500181606,"Vehicles & motorcycle & bicycle ","No",NA,"Tier 0",0
"320",1001500181606,"Remittance sent to family members and relatives","No",NA,"Tier 0",0
"321",1001500181606,"Losses due to theft, robbery, accidents, natural disasters, etc","No",NA,"Tier 0",0
"322",1001500181606,"Other major expenses not yet covered (specify)","No",NA,"Tier 0",0
"323",1001500181702,"School fees and other educational expenses ","Yes",4500,"Tier 0",0
"324",1001500181702,"Clothing, shoes, and accessories","Yes",26000,"Tier 0",0
"325",1001500181702,"Celebrations ","Yes",12000,"Tier 0",0
"326",1001500181702,"Gifts and donations ","Yes",3500,"Tier 0",0
"327",1001500181702,"Hospital/Doctor visits and Diagnostic tests ","Yes",28000,"Tier 0",0
"328",1001500181702,"Furniture ","No",NA,"Tier 0",0
"329",1001500181702,"Purchase, repair, maintenance, and building ","No",NA,"Tier 0",0
"330",1001500181702,"Utensils & kitchen equipment ","No",NA,"Tier 0",0
"331",1001500181702,"Electronics ","No",NA,"Tier 0",0
"332",1001500181702,"Appliances & tools ","No",NA,"Tier 0",0
"333",1001500181702,"Vehicles & motorcycle & bicycle ","No",NA,"Tier 0",0
"334",1001500181702,"Remittance sent to family members and relatives","No",NA,"Tier 0",0
"335",1001500181702,"Losses due to theft, robbery, accidents, natural disasters, etc","No",NA,"Tier 0",0
"336",1001500181702,"Other major expenses not yet covered (specify)","No",NA,"Tier 0",0
"337",1001500181802,"School fees and other educational expenses ","No",NA,"Tier 0",0
"338",1001500181802,"Clothing, shoes, and accessories","Yes",7000,"Tier 0",0
"339",1001500181802,"Celebrations ","Yes",20000,"Tier 0",0
"340",1001500181802,"Gifts and donations ","Yes",1200,"Tier 0",0
"341",1001500181802,"Hospital/Doctor visits and Diagnostic tests ","Yes",1500,"Tier 0",0
"342",1001500181802,"Furniture ","No",NA,"Tier 0",0
"343",1001500181802,"Purchase, repair, maintenance, and building ","No",NA,"Tier 0",0
"344",1001500181802,"Utensils & kitchen equipment ","No",NA,"Tier 0",0
"345",1001500181802,"Electronics ","No",NA,"Tier 0",0
"346",1001500181802,"Appliances & tools ","No",NA,"Tier 0",0
"347",1001500181802,"Vehicles & motorcycle & bicycle ","No",NA,"Tier 0",0
"348",1001500181802,"Remittance sent to family members and relatives","No",NA,"Tier 0",0
"349",1001500181802,"Losses due to theft, robbery, accidents, natural disasters, etc","No",NA,"Tier 0",0
"350",1001500181802,"Other major expenses not yet covered (specify)","No",NA,"Tier 0",0
"351",1001500181901,"School fees and other educational expenses ","Yes",35000,"Tier 0",0
"352",1001500181901,"Clothing, shoes, and accessories","Yes",18000,"Tier 0",0
"353",1001500181901,"Celebrations ","Yes",45000,"Tier 0",0
"354",1001500181901,"Gifts and donations ","Yes",7000,"Tier 0",0
"355",1001500181901,"Hospital/Doctor visits and Diagnostic tests ","Yes",11000,"Tier 0",0
"356",1001500181901,"Furniture ","No",NA,"Tier 0",0
"357",1001500181901,"Purchase, repair, maintenance, and building ","No",NA,"Tier 0",0
"358",1001500181901,"Utensils & kitchen equipment ","Yes",4250,"Tier 0",0
"359",1001500181901,"Electronics ","No",NA,"Tier 0",0
"360",1001500181901,"Appliances & tools ","No",NA,"Tier 0",0
"361",1001500181901,"Vehicles & motorcycle & bicycle ","No",NA,"Tier 0",0
"362",1001500181901,"Remittance sent to family members and relatives","No",NA,"Tier 0",0
"363",1001500181901,"Losses due to theft, robbery, accidents, natural disasters, etc","No",NA,"Tier 0",0
"364",1001500181901,"Other major expenses not yet covered (specify)","No",NA,"Tier 0",0
"365",1001500182001,"School fees and other educational expenses ","Yes",1800,"Tier 0",0
